"date","district","primary_type","arrest","domestic","case_number"
"2018-05-23T17:30:00.000","001","DECEPTIVE PRACTICE","false","false","JB275659"
"2018-05-23T17:35:00.000","001","ASSAULT","false","false","JB275755"
"2018-05-23T18:10:00.000","001","DECEPTIVE PRACTICE","false","false","JB276032"
"2018-05-23T20:18:00.000","001","DECEPTIVE PRACTICE","false","false","JB282586"
"2018-05-23T20:20:00.000","001","DECEPTIVE PRACTICE","false","false","JB275848"
"2018-05-23T20:30:00.000","001","THEFT","false","false","JB275882"
"2018-05-23T20:30:00.000","001","THEFT","false","false","JB277176"
"2018-05-23T21:05:00.000","001","NARCOTICS","true","false","JB275871"
"2018-05-23T22:10:00.000","001","THEFT","false","false","JB275977"
"2018-05-23T23:00:00.000","001","CRIMINAL DAMAGE","false","false","JB276192"
"2018-05-23T23:30:00.000","001","THEFT","false","false","JB276814"
"2018-05-24T00:10:00.000","001","BATTERY","true","false","JB276041"
"2018-05-24T01:00:00.000","001","THEFT","false","false","JB276260"
"2018-05-24T01:00:00.000","001","DECEPTIVE PRACTICE","false","false","JB276448"
"2018-05-24T02:28:00.000","001","CRIMINAL TRESPASS","false","false","JB276120"
"2018-05-24T03:45:00.000","001","THEFT","false","false","JB279108"
"2018-05-24T08:18:00.000","001","BATTERY","false","false","JB276244"
"2018-05-24T09:07:00.000","001","THEFT","true","false","JB276331"
"2018-05-24T09:21:00.000","001","SEX OFFENSE","true","false","JB276392"
"2018-05-24T10:00:00.000","001","DECEPTIVE PRACTICE","false","false","JB278336"
"2018-05-24T11:00:00.000","001","ASSAULT","false","false","JB278278"
"2018-05-24T11:15:00.000","001","ASSAULT","false","false","JB276638"
"2018-05-24T11:30:00.000","001","BATTERY","false","false","JB278206"
"2018-05-24T11:30:00.000","001","THEFT","false","false","JB276791"
"2018-05-24T11:30:00.000","001","THEFT","false","false","JB277254"
"2018-05-24T11:45:00.000","001","THEFT","false","false","JB276890"
"2018-05-24T12:00:00.000","001","BATTERY","false","false","JB276798"
"2018-05-24T12:00:00.000","001","THEFT","false","false","JB277664"
"2018-05-24T12:00:00.000","001","DECEPTIVE PRACTICE","false","false","JB278112"
"2018-05-24T12:00:00.000","001","THEFT","false","false","JB278098"
"2018-05-24T12:35:00.000","001","THEFT","false","false","JB278155"
"2018-05-24T12:57:00.000","001","THEFT","false","false","JB276972"
"2018-05-24T13:06:00.000","001","THEFT","false","false","JB277867"
"2018-05-24T13:10:00.000","001","THEFT","false","false","JB276637"
"2018-05-24T13:30:00.000","001","DECEPTIVE PRACTICE","false","false","JB277822"
"2018-05-24T13:58:00.000","001","THEFT","false","false","JB276708"
"2018-05-24T14:00:00.000","001","THEFT","false","false","JB276864"
"2018-05-24T14:08:00.000","001","ROBBERY","true","false","JB276709"
"2018-05-24T14:13:00.000","001","BATTERY","false","false","JB276768"
"2018-05-24T15:00:00.000","001","BATTERY","false","false","JB277318"
"2018-05-24T15:45:00.000","001","BATTERY","false","false","JB276876"
"2018-05-24T16:00:00.000","001","THEFT","false","false","JB283318"
"2018-05-24T16:15:00.000","001","THEFT","false","false","JB278440"
"2018-05-24T16:30:00.000","001","THEFT","false","false","JB278109"
"2018-05-24T16:55:00.000","001","ASSAULT","false","false","JB276988"
"2018-05-24T16:56:00.000","001","BATTERY","false","false","JB277047"
"2018-05-24T17:00:00.000","001","THEFT","false","false","JB277315"
"2018-05-24T17:00:00.000","001","DECEPTIVE PRACTICE","false","false","JB277205"
"2018-05-24T17:00:00.000","001","THEFT","false","false","JB277056"
"2018-05-24T17:00:00.000","001","ASSAULT","false","false","JB277029"
"2018-05-24T17:00:00.000","001","THEFT","false","false","JB283641"
"2018-05-24T17:15:00.000","001","THEFT","false","false","JB277076"
"2018-05-24T17:25:00.000","001","ASSAULT","false","false","JB277113"
"2018-05-24T17:50:00.000","001","NARCOTICS","true","false","JB277106"
"2018-05-24T18:14:00.000","001","CRIMINAL TRESPASS","true","false","JB277117"
"2018-05-24T19:13:00.000","001","THEFT","false","false","JB277351"
"2018-05-24T19:50:00.000","001","THEFT","true","false","JB277273"
"2018-05-24T20:00:00.000","001","THEFT","false","false","JB284117"
"2018-05-24T20:00:00.000","001","CRIMINAL DAMAGE","false","false","JB279302"
"2018-05-24T20:10:00.000","001","THEFT","true","false","JB277384"
"2018-05-24T21:00:00.000","001","CRIMINAL DAMAGE","false","false","JB285002"
"2018-05-24T21:55:00.000","001","THEFT","false","false","JB277451"
"2018-05-24T22:00:00.000","001","MOTOR VEHICLE THEFT","false","false","JB280926"
"2018-05-24T22:29:00.000","001","BATTERY","false","false","JB277399"
"2018-05-25T00:22:00.000","001","THEFT","false","false","JB277516"
"2018-05-25T00:25:00.000","001","THEFT","false","false","JB277509"
"2018-05-25T08:30:00.000","001","MOTOR VEHICLE THEFT","false","false","JB277918"
"2018-05-25T08:30:00.000","001","THEFT","false","false","JB280020"
"2018-05-25T09:00:00.000","001","MOTOR VEHICLE THEFT","false","false","JB278727"
"2018-05-25T09:00:00.000","001","BATTERY","false","false","JB277756"
"2018-05-25T09:15:00.000","001","BATTERY","false","false","JB277819"
"2018-05-25T11:00:00.000","001","DECEPTIVE PRACTICE","false","false","JB278107"
"2018-05-25T11:21:00.000","001","DECEPTIVE PRACTICE","true","false","JB277980"
"2018-05-25T11:44:00.000","001","ASSAULT","false","false","JB277972"
"2018-05-25T11:46:00.000","001","BATTERY","false","false","JB277989"
"2018-05-25T11:50:00.000","001","THEFT","true","false","JB278039"
"2018-05-25T12:00:00.000","001","THEFT","false","false","JB279493"
"2018-05-25T12:00:00.000","001","THEFT","false","false","JB278767"
"2018-05-25T12:15:00.000","001","DECEPTIVE PRACTICE","false","false","JB282331"
"2018-05-25T12:45:00.000","001","THEFT","false","false","JB278074"
"2018-05-25T12:54:00.000","001","MOTOR VEHICLE THEFT","false","false","JB278082"
"2018-05-25T13:00:00.000","001","THEFT","false","false","JB283503"
"2018-05-25T13:00:00.000","001","THEFT","false","false","JB278802"
"2018-05-25T13:30:00.000","001","NARCOTICS","true","false","JB346293"
"2018-05-25T14:00:00.000","001","THEFT","false","false","JB278690"
"2018-05-25T14:00:00.000","001","DECEPTIVE PRACTICE","false","false","JB278691"
"2018-05-25T14:00:00.000","001","STALKING","false","true","JB286694"
"2018-05-25T14:15:00.000","001","THEFT","false","false","JB278200"
"2018-05-25T15:00:00.000","001","DECEPTIVE PRACTICE","false","false","JB278809"
"2018-05-25T15:55:00.000","001","CRIMINAL DAMAGE","false","false","JB278439"
"2018-05-25T16:00:00.000","001","THEFT","false","false","JB283421"
"2018-05-25T16:11:00.000","001","THEFT","false","false","JB279419"
"2018-05-25T16:15:00.000","001","DECEPTIVE PRACTICE","false","false","JB288269"
"2018-05-25T16:25:00.000","001","ASSAULT","false","false","JB278383"
"2018-05-25T17:15:00.000","001","THEFT","false","false","JB278505"
"2018-05-25T17:25:00.000","001","THEFT","false","false","JB278515"
"2018-05-25T17:52:00.000","001","BATTERY","false","false","JB278540"
"2018-05-25T18:00:00.000","001","THEFT","true","false","JB278645"
"2018-05-25T18:22:00.000","001","THEFT","false","false","JB278580"
"2018-05-25T18:30:00.000","001","THEFT","false","false","JB278632"
"2018-05-25T18:40:00.000","001","BATTERY","false","false","JB278624"
"2018-05-25T18:50:00.000","001","THEFT","false","false","JB278628"
"2018-05-25T19:00:00.000","001","THEFT","false","false","JB278861"
"2018-05-25T19:18:00.000","001","THEFT","false","false","JB278662"
"2018-05-25T19:30:00.000","001","THEFT","false","false","JB284842"
"2018-05-25T19:30:00.000","001","DECEPTIVE PRACTICE","false","false","JB279497"
"2018-05-25T19:30:00.000","001","THEFT","false","false","JB279392"
"2018-05-25T19:49:00.000","001","CRIMINAL DAMAGE","true","false","JB278698"
"2018-05-25T20:20:00.000","001","THEFT","false","false","JB278769"
"2018-05-25T21:00:00.000","001","THEFT","false","false","JB279263"
"2018-05-25T22:30:00.000","001","OTHER OFFENSE","false","true","JB278901"
"2018-05-25T23:00:00.000","001","ASSAULT","false","false","JB278921"
"2018-05-25T23:30:00.000","001","THEFT","false","false","JB280072"
"2018-05-26T00:00:00.000","001","THEFT","false","false","JB279574"
"2018-05-26T01:30:00.000","001","BATTERY","false","false","JB279047"
"2018-05-26T04:35:00.000","001","CRIMINAL DAMAGE","false","false","JB279152"
"2018-05-26T05:07:00.000","001","BATTERY","false","false","JB279165"
"2018-05-26T06:40:00.000","001","BATTERY","false","false","JB279198"
"2018-05-26T09:00:00.000","001","MOTOR VEHICLE THEFT","false","false","JB279480"
"2018-05-26T09:30:00.000","001","THEFT","false","false","JB279484"
"2018-05-26T10:45:00.000","001","THEFT","false","false","JB279441"
"2018-05-26T11:00:00.000","001","MOTOR VEHICLE THEFT","false","false","JB279448"
"2018-05-26T11:00:00.000","001","THEFT","false","false","JB284764"
"2018-05-26T11:00:00.000","001","CRIMINAL DAMAGE","false","false","JB280820"
"2018-05-26T11:20:00.000","001","OTHER OFFENSE","false","false","JB279437"
"2018-05-26T12:00:00.000","001","DECEPTIVE PRACTICE","false","false","JB283645"
"2018-05-26T12:50:00.000","001","THEFT","false","false","JB279535"
"2018-05-26T13:00:00.000","001","THEFT","false","false","JB293055"
"2018-05-26T13:30:00.000","001","THEFT","false","false","JB280131"
"2018-05-26T13:30:00.000","001","ROBBERY","false","false","JB279612"
"2018-05-26T14:00:00.000","001","THEFT","false","false","JB284888"
"2018-05-26T14:30:00.000","001","THEFT","false","false","JB283589"
"2018-05-26T14:30:00.000","001","THEFT","false","false","JB279637"
"2018-05-26T14:30:00.000","001","THEFT","true","false","JB279662"
"2018-05-26T14:30:00.000","001","THEFT","false","false","JB279883"
"2018-05-26T15:00:00.000","001","THEFT","false","false","JB279691"
"2018-05-26T16:20:00.000","001","THEFT","false","false","JB279942"
"2018-05-26T16:20:00.000","001","DECEPTIVE PRACTICE","false","false","JB289787"
"2018-05-26T16:31:00.000","001","THEFT","false","false","JB279810"
"2018-05-26T17:00:00.000","001","THEFT","false","false","JB279968"
"2018-05-26T17:48:00.000","001","ASSAULT","false","false","JB279903"
"2018-05-26T17:50:00.000","001","DECEPTIVE PRACTICE","false","false","JB439752"
"2018-05-26T18:30:00.000","001","THEFT","false","false","JB280642"
"2018-05-26T18:59:00.000","001","THEFT","false","false","JB280039"
"2018-05-26T19:15:00.000","001","THEFT","false","false","JB280036"
"2018-05-26T19:30:00.000","001","THEFT","false","false","JB280050"
"2018-05-26T20:00:00.000","001","THEFT","false","false","JB282176"
"2018-05-26T20:00:00.000","001","ASSAULT","false","true","JB280045"
"2018-05-26T20:30:00.000","001","THEFT","false","false","JB280154"
"2018-05-26T21:00:00.000","001","MOTOR VEHICLE THEFT","false","false","JB281691"
"2018-05-26T21:00:00.000","001","DECEPTIVE PRACTICE","false","false","JB280794"
"2018-05-26T21:35:00.000","001","BATTERY","false","false","JB280144"
"2018-05-26T21:35:00.000","001","LIQUOR LAW VIOLATION","true","false","JB280171"
"2018-05-26T21:45:00.000","001","THEFT","false","false","JB280265"
"2018-05-26T22:00:00.000","001","THEFT","false","false","JB280162"
"2018-05-26T22:35:00.000","001","THEFT","false","false","JB280222"
"2018-05-26T23:25:00.000","001","BATTERY","false","false","JB280334"
"2018-05-26T23:30:00.000","001","CRIMINAL DAMAGE","false","false","JB281165"
"2018-05-27T01:00:00.000","001","BATTERY","false","false","JB280444"
"2018-05-27T01:07:00.000","001","BATTERY","false","false","JB280376"
"2018-05-27T01:30:00.000","001","THEFT","false","false","JB280610"
"2018-05-27T02:00:00.000","001","THEFT","false","false","JB280503"
"2018-05-27T02:40:00.000","001","BATTERY","false","true","JB280491"
"2018-05-27T02:45:00.000","001","CRIMINAL DAMAGE","false","false","JB280466"
"2018-05-27T05:00:00.000","001","ROBBERY","false","false","JB280684"
"2018-05-27T07:55:00.000","001","CRIMINAL DAMAGE","false","false","JB280693"
"2018-05-27T08:00:00.000","001","DECEPTIVE PRACTICE","false","false","JB283649"
"2018-05-27T08:18:00.000","001","THEFT","false","false","JB280702"
"2018-05-27T08:30:00.000","001","THEFT","false","false","JB290051"
"2018-05-27T08:34:00.000","001","DECEPTIVE PRACTICE","false","false","JB283496"
"2018-05-27T08:50:00.000","001","THEFT","false","false","JB280759"
"2018-05-27T09:00:00.000","001","THEFT","false","false","JB282353"
"2018-05-27T09:00:00.000","001","THEFT","false","false","JB283402"
"2018-05-27T10:00:00.000","001","THEFT","false","false","JB280864"
"2018-05-27T10:17:00.000","001","DECEPTIVE PRACTICE","false","false","JB281036"
"2018-05-27T10:17:00.000","001","THEFT","false","false","JB281035"
"2018-05-27T10:30:00.000","001","THEFT","false","false","JB280817"
"2018-05-27T11:00:00.000","001","THEFT","false","false","JB281634"
"2018-05-27T11:57:00.000","001","BATTERY","false","false","JB280871"
"2018-05-27T13:20:00.000","001","ASSAULT","false","false","JB280902"
"2018-05-27T13:54:00.000","001","THEFT","false","false","JB281974"
"2018-05-27T14:00:00.000","001","THEFT","false","false","JB280985"
"2018-05-27T14:08:00.000","001","THEFT","true","false","JB280994"
"2018-05-27T14:13:00.000","001","THEFT","false","false","JB281132"
"2018-05-27T14:20:00.000","001","THEFT","true","false","JB280999"
"2018-05-27T14:30:00.000","001","THEFT","false","false","JB281145"
"2018-05-27T15:00:00.000","001","BATTERY","false","false","JB282562"
"2018-05-27T15:05:00.000","001","THEFT","true","false","JB281053"
"2018-05-27T15:30:00.000","001","BURGLARY","true","false","JB289205"
"2018-05-27T16:00:00.000","001","BURGLARY","false","false","JB323872"
"2018-05-27T16:00:00.000","001","THEFT","false","false","JB281288"
"2018-05-27T17:00:00.000","001","CRIMINAL TRESPASS","true","false","JB281213"
"2018-05-27T17:00:00.000","001","THEFT","false","false","JB293629"
"2018-05-27T18:00:00.000","001","THEFT","false","false","JB382405"
"2018-05-27T18:02:00.000","001","THEFT","false","false","JB281474"
"2018-05-27T18:30:00.000","001","CRIM SEXUAL ASSAULT","false","false","JB282056"
"2018-05-27T19:15:00.000","001","THEFT","false","false","JB281431"
"2018-05-27T19:30:00.000","001","THEFT","false","false","JB281859"
"2018-05-27T20:18:00.000","001","THEFT","false","false","JB281406"
"2018-05-27T21:02:00.000","001","BATTERY","false","true","JB281469"
"2018-05-27T21:09:00.000","001","DECEPTIVE PRACTICE","false","false","JB284240"
"2018-05-27T21:25:00.000","001","BATTERY","false","false","JB281490"
"2018-05-27T21:40:00.000","001","BATTERY","true","false","JB281520"
"2018-05-27T22:05:00.000","001","BATTERY","true","false","JB281525"
"2018-05-27T22:32:00.000","001","THEFT","true","false","JB281550"
"2018-05-27T23:00:00.000","001","ROBBERY","false","true","JB281601"
"2018-05-27T23:00:00.000","001","CRIMINAL SEXUAL ASSAULT","true","false","JB282239"
"2018-05-27T23:40:00.000","001","BATTERY","true","true","JB281626"
"2018-05-28T01:45:00.000","001","THEFT","false","false","JB281803"
"2018-05-28T02:13:00.000","001","BATTERY","false","false","JB281794"
"2018-05-28T02:37:00.000","001","PUBLIC PEACE VIOLATION","true","false","JB281796"
"2018-05-28T03:55:00.000","001","BATTERY","true","false","JB281808"
"2018-05-28T04:20:00.000","001","CRIMINAL DAMAGE","false","false","JB281826"
"2018-05-28T07:00:00.000","001","THEFT","false","false","JB285107"
"2018-05-28T07:30:00.000","001","MOTOR VEHICLE THEFT","false","false","JB281914"
"2018-05-28T08:00:00.000","001","SEX OFFENSE","false","false","JB332279"
"2018-05-28T09:39:00.000","001","ASSAULT","true","false","JB281988"
"2018-05-28T11:05:00.000","001","BATTERY","false","false","JB282077"
"2018-05-28T11:45:00.000","001","ROBBERY","false","false","JB282115"
"2018-05-28T12:00:00.000","001","DECEPTIVE PRACTICE","false","true","JB289759"
"2018-05-28T12:10:00.000","001","THEFT","false","false","JB282144"
"2018-05-28T13:10:00.000","001","THEFT","false","false","JB283656"
"2018-05-28T13:21:00.000","001","THEFT","false","false","JB282280"
"2018-05-28T13:50:00.000","001","THEFT","false","false","JB282292"
"2018-05-28T13:55:00.000","001","BURGLARY","false","false","JB283667"
"2018-05-28T13:59:00.000","001","ASSAULT","true","false","JB282313"
"2018-05-28T14:00:00.000","001","DECEPTIVE PRACTICE","false","false","JB292537"
"2018-05-28T14:30:00.000","001","THEFT","false","false","JB285156"
"2018-05-28T14:45:00.000","001","DECEPTIVE PRACTICE","false","false","JB285153"
"2018-05-28T15:00:00.000","001","DECEPTIVE PRACTICE","false","false","JB283693"
"2018-05-28T15:00:00.000","001","THEFT","false","false","JB283694"
"2018-05-28T15:30:00.000","001","BATTERY","false","true","JB282479"
"2018-05-28T15:55:00.000","001","DECEPTIVE PRACTICE","false","false","JB282482"
"2018-05-28T15:55:00.000","001","THEFT","false","false","JB282481"
"2018-05-28T16:00:00.000","001","CRIMINAL DAMAGE","false","false","JB283735"
"2018-05-28T16:15:00.000","001","ROBBERY","true","false","JB282483"
"2018-05-28T16:30:00.000","001","THEFT","false","false","JB282603"
"2018-05-28T16:50:00.000","001","THEFT","false","false","JB283319"
"2018-05-28T17:10:00.000","001","THEFT","true","false","JB282553"
"2018-05-28T20:00:00.000","001","THEFT","false","false","JB282849"
"2018-05-28T20:00:00.000","001","MOTOR VEHICLE THEFT","false","false","JB283139"
"2018-05-28T20:30:00.000","001","THEFT","false","false","JB353137"
"2018-05-28T20:50:00.000","001","THEFT","false","false","JB295144"
"2018-05-28T21:30:00.000","001","THEFT","false","false","JB283199"
"2018-05-28T21:30:00.000","001","MOTOR VEHICLE THEFT","false","false","JB282960"
"2018-05-28T21:53:00.000","001","BATTERY","false","true","JB283009"
"2018-05-28T22:00:00.000","001","THEFT","false","false","JB283375"
"2018-05-28T22:30:00.000","001","CRIMINAL TRESPASS","true","false","JB282913"
"2018-05-28T23:00:00.000","001","CRIM SEXUAL ASSAULT","false","false","JB283498"
"2018-05-28T23:08:00.000","001","ASSAULT","false","false","JB283012"
"2018-05-28T23:40:00.000","001","CRIMINAL DAMAGE","false","false","JB288144"
"2018-05-28T23:52:00.000","001","THEFT","false","false","JB282979"
"2018-05-29T00:00:00.000","001","OTHER OFFENSE","false","true","JB283501"
"2018-05-29T00:00:00.000","001","DECEPTIVE PRACTICE","false","false","JB312598"
"2018-05-29T00:00:00.000","001","DECEPTIVE PRACTICE","false","false","JB481873"
"2018-05-29T00:01:00.000","001","THEFT","false","false","JB283640"
"2018-05-29T00:01:00.000","001","DECEPTIVE PRACTICE","false","false","JB297551"
"2018-05-29T02:30:00.000","001","ROBBERY","false","false","JB283101"
"2018-05-29T02:40:00.000","001","BATTERY","false","false","JB283103"
"2018-05-29T03:54:00.000","001","BURGLARY","false","false","JB283135"
"2018-05-29T06:27:00.000","001","THEFT","false","false","JB283192"
"2018-05-29T07:00:00.000","001","MOTOR VEHICLE THEFT","false","false","JB471889"
"2018-05-29T07:00:00.000","001","THEFT","false","false","JB289747"
"2018-05-29T07:25:00.000","001","THEFT","true","false","JB283258"
"2018-05-29T07:45:00.000","001","THEFT","false","false","JB283232"
"2018-05-29T07:57:00.000","001","OTHER OFFENSE","false","false","JB283233"
"2018-05-29T08:00:00.000","001","THEFT","false","false","JB285110"
"2018-05-29T09:00:00.000","001","OTHER OFFENSE","false","false","JB283740"
"2018-05-29T09:00:00.000","001","CRIMINAL DAMAGE","false","false","JB283685"
"2018-05-29T09:55:00.000","001","BATTERY","false","false","JB283396"
"2018-05-29T10:00:00.000","001","BATTERY","true","true","JB283412"
"2018-05-29T11:00:00.000","001","OTHER OFFENSE","false","false","JB284710"
"2018-05-29T11:45:00.000","001","THEFT","false","false","JB283738"
"2018-05-29T12:00:00.000","001","THEFT","false","false","JB285841"
"2018-05-29T12:00:00.000","001","THEFT","false","false","JB283768"
"2018-05-29T12:00:00.000","001","THEFT","false","false","JB286267"
"2018-05-29T12:00:00.000","001","THEFT","false","false","JB284161"
"2018-05-29T12:14:00.000","001","BATTERY","false","true","JB283556"
"2018-05-29T12:20:00.000","001","OTHER OFFENSE","false","false","JB286395"
"2018-05-29T12:50:00.000","001","CRIMINAL DAMAGE","false","false","JB284502"
"2018-05-29T13:00:00.000","001","THEFT","false","false","JB283748"
"2018-05-29T13:00:00.000","001","DECEPTIVE PRACTICE","false","false","JB283755"
"2018-05-29T13:15:00.000","001","DECEPTIVE PRACTICE","false","false","JB283930"
"2018-05-29T13:45:00.000","001","THEFT","false","false","JB284125"
"2018-05-29T14:00:00.000","001","DECEPTIVE PRACTICE","false","false","JB285012"
"2018-05-29T14:30:00.000","001","CRIMINAL DAMAGE","false","false","JB284760"
"2018-05-29T15:00:00.000","001","MOTOR VEHICLE THEFT","false","false","JB283877"
"2018-05-29T15:02:00.000","001","ASSAULT","true","false","JB283840"
"2018-05-29T15:24:00.000","001","NARCOTICS","true","false","JB284014"
"2018-05-29T15:25:00.000","001","THEFT","false","false","JB283968"
"2018-05-29T16:00:00.000","001","CRIMINAL DAMAGE","false","false","JB284639"
"2018-05-29T16:00:00.000","001","THEFT","false","false","JB283949"
"2018-05-29T16:30:00.000","001","THEFT","false","false","JB283993"
"2018-05-29T16:30:00.000","001","THEFT","false","false","JB284048"
"2018-05-29T16:58:00.000","001","THEFT","false","false","JB284059"
"2018-05-29T17:30:00.000","001","THEFT","false","false","JB284481"
"2018-05-29T17:30:00.000","001","THEFT","false","false","JB284095"
"2018-05-29T18:05:00.000","001","DECEPTIVE PRACTICE","false","false","JB284364"
"2018-05-29T18:40:00.000","001","THEFT","false","false","JB286583"
"2018-05-29T18:45:00.000","001","BATTERY","false","false","JB284206"
"2018-05-29T19:05:00.000","001","BATTERY","false","true","JB284326"
"2018-05-29T19:10:00.000","001","BATTERY","true","false","JB284512"
"2018-05-29T19:40:00.000","001","ROBBERY","false","false","JB284309"
"2018-05-29T23:30:00.000","001","BATTERY","false","true","JB285145"
"2018-05-30T01:24:00.000","001","DECEPTIVE PRACTICE","true","false","JB284624"
"2018-05-30T02:15:00.000","001","CRIMINAL TRESPASS","false","false","JB284647"
"2018-05-30T03:49:00.000","001","ROBBERY","false","false","JB284677"
"2018-05-30T04:20:00.000","001","HOMICIDE","true","false","JB284616"
"2018-05-30T06:19:00.000","001","BATTERY","false","false","JB284721"
"2018-05-30T08:54:00.000","001","THEFT","true","false","JB284911"
"2018-05-30T09:00:00.000","001","DECEPTIVE PRACTICE","false","false","JB323238"
"2018-05-30T10:00:00.000","001","THEFT","false","false","JB286440"
"2018-05-30T10:00:00.000","001","THEFT","false","false","JB292095"
"2018-05-30T10:21:00.000","001","THEFT","true","false","JB284999"
"2018-05-30T11:00:00.000","001","THEFT","false","false","JB285196"
"2018-05-30T11:15:00.000","001","THEFT","false","false","JB285099"
"2018-05-30T11:45:00.000","001","THEFT","false","false","JB285297"
"2018-05-30T12:00:00.000","001","DECEPTIVE PRACTICE","false","false","JB288610"
"2018-05-30T12:00:00.000","001","THEFT","false","false","JB285650"
"2018-05-30T12:15:00.000","001","OTHER OFFENSE","false","true","JB285611"
"2018-05-30T12:30:00.000","001","THEFT","false","false","JB285577"
"2018-05-30T13:00:00.000","001","DECEPTIVE PRACTICE","false","false","JB285617"
"2018-05-30T13:00:00.000","001","THEFT","false","false","JB285615"
"2018-05-30T13:25:00.000","001","THEFT","false","false","JB285345"
"2018-05-30T13:30:00.000","001","THEFT","false","false","JB285363"
"2018-05-30T13:33:00.000","001","CRIMINAL TRESPASS","false","false","JB285251"
"2018-05-30T14:00:00.000","001","DECEPTIVE PRACTICE","false","false","JB285197"
"2018-05-30T14:07:00.000","001","PUBLIC PEACE VIOLATION","false","false","JB285400"
"2018-05-30T14:15:00.000","001","CRIM SEXUAL ASSAULT","false","false","JB286096"
"2018-05-30T14:20:00.000","001","THEFT","false","false","JB285268"
"2018-05-30T14:20:00.000","001","OTHER OFFENSE","false","false","JB285429"
"2018-05-30T14:57:00.000","001","THEFT","false","false","JB285422"
"2018-05-30T14:57:00.000","001","OTHER OFFENSE","false","false","JB316407"
"2018-05-30T15:00:00.000","001","MOTOR VEHICLE THEFT","true","false","JB288316"
"2018-05-30T15:00:00.000","001","THEFT","false","false","JB286730"
"2018-05-30T15:00:00.000","001","THEFT","false","false","JB285417"
"2018-05-30T15:10:00.000","001","THEFT","false","false","JB285629"
"2018-05-30T15:10:00.000","001","DECEPTIVE PRACTICE","false","false","JB285630"
"2018-05-30T15:15:00.000","001","THEFT","false","false","JB285380"
"2018-05-30T15:37:00.000","001","THEFT","true","false","JB285779"
"2018-05-30T15:55:00.000","001","DECEPTIVE PRACTICE","false","false","JB285570"
"2018-05-30T16:16:00.000","001","THEFT","false","false","JB285480"
"2018-05-30T16:20:00.000","001","THEFT","true","false","JB285601"
"2018-05-30T17:00:00.000","001","THEFT","false","false","JB285582"
"2018-05-30T17:00:00.000","001","THEFT","false","false","JB288412"
"2018-05-30T17:16:00.000","001","DECEPTIVE PRACTICE","true","false","JB286049"
"2018-05-30T17:25:00.000","001","THEFT","true","false","JB285607"
"2018-05-30T17:27:00.000","001","ROBBERY","false","false","JB285646"
"2018-05-30T17:30:00.000","001","DECEPTIVE PRACTICE","true","false","JB285754"
"2018-05-30T17:30:00.000","001","THEFT","false","false","JB285634"
"2018-05-30T17:32:00.000","001","THEFT","false","false","JB285814"
"2018-05-30T17:45:00.000","001","DECEPTIVE PRACTICE","false","false","JB285710"
"2018-05-30T17:45:00.000","001","THEFT","false","false","JB285709"
"2018-05-30T17:53:00.000","001","BATTERY","false","false","JB285690"
"2018-05-30T18:15:00.000","001","THEFT","false","false","JB323801"
"2018-05-30T18:25:00.000","001","BATTERY","false","false","JB285777"
"2018-05-30T19:30:00.000","001","THEFT","false","false","JB285936"
"2018-05-30T19:30:00.000","001","THEFT","false","false","JB286216"
"2018-05-30T19:30:00.000","001","DECEPTIVE PRACTICE","false","false","JB286011"
"2018-05-30T20:13:00.000","001","THEFT","true","false","JB285975"
"2018-05-30T20:30:00.000","001","CRIMINAL DAMAGE","false","false","JB286200"
"2018-05-30T20:30:00.000","001","BATTERY","false","true","JB285932"
"2018-05-30T21:02:00.000","001","BATTERY","false","false","JB285958"
"2018-05-30T21:20:00.000","001","ASSAULT","true","false","JB285968"
"2018-05-30T23:00:00.000","001","THEFT","false","false","JB287901"
"2018-05-30T23:00:00.000","001","THEFT","false","false","JB286244"
"2018-05-30T23:03:00.000","001","CRIMINAL DAMAGE","false","false","JB286063"
"2018-05-31T00:00:00.000","001","ASSAULT","true","false","JB286094"
"2018-05-31T00:01:00.000","001","OFFENSE INVOLVING CHILDREN","false","true","JB313034"
"2018-05-31T00:30:00.000","001","ROBBERY","false","false","JB286103"
"2018-05-31T01:18:00.000","001","THEFT","false","false","JB286134"
"2018-05-31T07:45:00.000","001","CRIMINAL DAMAGE","false","false","JB287395"
"2018-05-31T07:59:00.000","001","CRIMINAL TRESPASS","false","false","JB286247"
"2018-05-31T08:00:00.000","001","THEFT","false","false","JB287172"
"2018-05-31T09:00:00.000","001","THEFT","false","false","JB287493"
"2018-05-31T09:15:00.000","001","THEFT","false","false","JB288063"
"2018-05-31T10:00:00.000","001","CRIMINAL TRESPASS","false","false","JB286424"
"2018-05-31T10:03:00.000","001","THEFT","true","false","JB286487"
"2018-05-31T10:13:00.000","001","DECEPTIVE PRACTICE","false","false","JB320644"
"2018-05-31T10:26:00.000","001","THEFT","false","false","JB286598"
"2018-05-31T11:00:00.000","001","ASSAULT","false","false","JB286522"
"2018-05-31T11:30:00.000","001","THEFT","false","false","JB286859"
"2018-05-31T12:00:00.000","001","THEFT","false","false","JB286549"
"2018-05-31T12:00:00.000","001","DECEPTIVE PRACTICE","false","false","JB365922"
"2018-05-31T12:00:00.000","001","DECEPTIVE PRACTICE","false","false","JB295239"
"2018-05-31T12:15:00.000","001","THEFT","false","false","JB286956"
"2018-05-31T12:15:00.000","001","THEFT","false","false","JB287018"
